Vmag_List,Correction
13.0,0.08628304883981236
13.015,0.0868334089107603
13.03,0.08738376898170824
13.045,0.08793412905265618
13.06,0.08848448912360418
13.075,0.08903484919455212
13.09,0.08958520926550007
13.105,0.09013556933644806
13.12,0.09068592940739595
13.135,0.09123628947834395
13.15,0.09178664954929194
13.165,0.09233700962023983
13.18,0.09288736969118783
13.195,0.09343772976213582
13.21,0.09398808983308377
13.225,0.09453844990403171
13.24,0.0950888099749797
13.255,0.09563917004592765
13.27,0.09618953011687559
13.285,0.09673989018782353
13.3,0.09729025025877153
13.315,0.09784061032971947
13.33,0.09839097040066741
13.345,0.09894133047161541
13.36,0.0994916905425633
13.375,0.10004205061351129
13.39,0.10059241068445929
13.405,0.10114277075540717
13.42,0.10169313082635517
13.435,0.10224349089730317
13.45,0.10279385096825105
13.465,0.10334421103919905
13.48,0.103894571110147
13.495,0.10444493118109494
13.51,0.10499529125204293
13.525,0.10554565132299087
13.54,0.10609601139393882
13.555,0.10664637146488676
13.57,0.10719673153583476
13.585,0.10774709160678275
13.6,0.10829745167773064
13.615,0.10884781174867864
13.63,0.10939817181962663
13.645,0.10994853189057452
13.66,0.11049889196152252
13.675,0.11104925203247051
13.69,0.1115996121034184
13.705,0.1121499721743664
13.72,0.1127003322453144
13.735,0.11325069231626228
13.75,0.11380105238721028
13.765,0.11435141245815827
13.78,0.11490177252910616
13.795,0.11545213260005416
13.81,0.11600249267100204
13.825,0.11655285274195004
13.84,0.11710321281289804
13.855,0.11765357288384592
13.87,0.11820393295479392
13.885,0.11875429302574181
13.9,0.1193046530966898
13.915,0.1198550131676378
13.93,0.12040537323858569
13.945,0.12095573330953369
13.96,0.12150609338048168
13.975,0.12205645345142957
13.99,0.12260681352237757
14.004999999999999,0.12315717359332545
14.02,0.12370753366427345
14.035,0.12425789373522145
14.05,0.12480825380616944
14.065,0.12535861387711733
14.08,0.12590897394806533
14.095,0.12645933401901333
14.11,0.1270096940899612
14.125,0.1275600541609092
14.14,0.1281104142318572
14.155,0.1286607743028051
14.17,0.1292111343737531
14.185,0.1297614944447011
14.2,0.13031185451564897
14.215,0.13086221458659697
14.23,0.13141257465754497
14.245,0.13196293472849285
14.26,0.13251329479944085
14.275,0.13306365487038885
14.29,0.13361401494133673
14.305,0.13416437501228473
14.32,0.13471473508323262
14.335,0.13526509515418061
14.35,0.1358154552251286
14.365,0.1363658152960765
14.379999999999999,0.1369161753670245
14.395,0.13746653543797238
14.41,0.13801689550892038
14.425,0.13856725557986838
14.44,0.13911761565081626
14.455,0.13966797572176426
14.47,0.14021833579271226
14.485,0.14076869586366014
14.5,0.14131905593460814
14.515,0.14186941600555614
14.53,0.14241977607650402
14.545,0.14297013614745202
14.56,0.14352049621840002
14.575,0.1440708562893479
14.59,0.1446212163602959
14.605,0.1451715764312439
14.62,0.14572193650219178
14.635,0.14627229657313978
14.65,0.14682265664408778
14.665,0.14737301671503567
14.68,0.14792337678598366
14.695,0.14847373685693166
14.71,0.14902409692787966
14.725,0.14957445699882754
14.74,0.15012481706977554
14.754999999999999,0.15067517714072343
14.77,0.15122553721167142
14.785,0.15177589728261942
14.8,0.1523262573535673
14.815,0.1528766174245153
14.83,0.1534269774954632
14.845,0.1539773375664112
14.86,0.15452769763735918
14.875,0.15507805770830707
14.89,0.15562841777925507
14.905,0.15617877785020295
14.92,0.15672913792115095
14.935,0.15727949799209895
14.95,0.15782985806304684
14.965,0.15838021813399483
14.98,0.15893057820494283
14.995,0.15948093827589072
15.01,0.1600312983468387
15.025,0.1605816584177867
15.04,0.1611320184887346
15.055,0.1616823785596826
15.07,0.1622327386306306
15.085,0.1627830987015786
15.1,0.16333345877252647
15.115,0.16388381884347447
15.129999999999999,0.16443417891442236
15.145,0.16498453898537035
15.16,0.16553489905631835
15.175,0.16608525912726635
15.19,0.16663561919821424
15.205,0.16718597926916223
15.219999999999999,0.16773633934011012
15.235,0.16828669941105812
15.25,0.1688370594820061
15.265,0.169387419552954
15.28,0.169937779623902
15.295,0.17048813969484988
15.31,0.17103849976579788
15.325,0.17158885983674588
15.34,0.17213921990769376
15.355,0.17268957997864176
15.370000000000001,0.17323994004958976
